날짜,PM10,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C)
2019-04-02,29.0,6.7,0.0,2.2,290,3.4,1012.2,22.96,0.3,9.7
2019-04-03,34.0,7.6,0.0,2.3,290,3.6,1012.7,22.61,0.3,11.1
2019-04-04,32.0,9.2,0.0,2.5,270,4.7,1007.2,22.72,0.0,12.4
2019-04-05,63.0,11.4,0.0,2.9,230,5.1,999.4,20.11,3.0,14.2
2019-04-06,50.0,9.3,0.8,1.1,50,4.7,1001.7,4.48,8.5,8.9
2019-04-07,34.0,12.6,0.0,1.7,290,5.6,1000.2,21.77,4.4,15.1
2019-04-08,32.0,11.6,0.0,2.5,290,3.4,1004.7,23.74,3.3,15.4
2019-04-09,25.0,9.2,17.4,2.4,70,5.2,1005.6,5.64,9.4,10.3
2019-04-10,6.0,7.1,5.6,1.8,90,7.9,1002.4,6.98,8.3,8.6
2019-04-11,24.0,9.5,0.0,1.9,290,6.5,1004.8,20.94,4.6,10.3
2019-04-12,47.0,11.4,0.0,2.2,290,6.0,1007.7,23.73,1.8,14.3
2019-04-13,45.0,11.8,0.0,1.8,270,4.2,1009.2,22.96,5.6,14.7
2019-04-14,34.0,9.6,1.7,2.2,270,5.4,1004.8,8.35,6.0,9.5
2019-04-15,44.0,11.6,0.0,1.8,270,3.9,1008.3,24.07,0.0,13.4
2019-04-16,43.0,14.9,0.0,1.6,290,3.9,1006.8,23.58,4.8,15.9
2019-04-17,33.0,15.3,0.0,1.9,270,6.6,1002.4,24.94,3.9,18.0
2019-04-18,34.0,12.6,0.0,2.0,270,10.8,1001.8,5.88,6.3,12.5
2019-04-19,38.0,13.8,0.0,1.6,70,8.6,1005.9,15.84,4.8,17.1
2019-04-20,41.0,14.3,1.2,1.9,290,10.8,1004.7,14.63,7.1,17.5
2019-04-21,26.0,14.8,0.3,1.9,290,12.9,1003.4,13.42,7.9,18.1
2019-04-22,80.0,19.3,0.0,1.4,270,10.2,1004.7,23.42,2.3,21.6
2019-04-23,75.0,20.4,0.0,1.3,270,12.2,1002.2,13.14,8.4,20.3
2019-04-24,51.0,19.5,4.1,1.6,290,15.4,996.3,18.91,5.0,21.0
2019-04-25,34.0,13.2,11.3,2.0,70,11.2,996.9,3.48,9.4,14.0
2019-04-26,8.0,8.4,4.9,1.5,20,9.1,1003.1,3.51,8.0,10.2
2019-04-27,14.0,11.6,0.0,1.7,290,6.7,1010.9,23.24,4.8,14.1
2019-04-28,16.0,12.9,0.0,1.6,290,7.1,1010.2,12.09,8.1,13.9
2019-04-29,21.0,13.0,0.0,0.9,50,7.8,1004.0,9.81,5.8,12.3
2019-04-30,28.0,15.5,0.0,1.6,270,8.8,998.7,21.75,4.4,18.1
2019-05-01,49.0,16.4,0.0,2.3,270,9.0,996.4,24.41,1.9,20.2
2019-05-02,47.0,17.1,0.0,2.3,290,5.3,1001.6,27.27,0.0,21.3
2019-05-03,54.0,17.9,0.0,1.6,290,7.2,1006.4,25.59,0.0,21.9
2019-05-04,80.0,19.5,0.0,1.7,290,8.3,1007.8,22.12,4.9,22.3
2019-05-05,62.0,19.2,0.0,2.2,270,7.2,1005.8,25.14,5.1,23.9
2019-05-06,26.0,14.5,0.0,3.1,290,4.3,1006.4,28.25,0.3,22.8
2019-05-07,39.0,15.0,0.0,2.3,250,5.5,1005.7,27.02,0.0,22.1
2019-05-08,43.0,15.6,0.0,2.3,200,8.4,1002.1,23.39,6.1,21.3
2019-05-09,39.0,16.6,0.0,2.2,270,7.5,1000.8,25.46,3.1,23.9
2019-05-10,53.0,17.8,0.0,1.9,270,9.2,1003.1,25.19,3.5,24.4
2019-05-11,54.0,20.3,0.0,1.8,290,9.0,1003.7,25.19,2.0,26.4
2019-05-12,47.0,21.6,0.0,1.5,270,9.0,1004.8,21.82,4.3,26.8
2019-05-13,46.0,18.7,0.0,1.6,290,9.1,1004.4,8.51,8.3,19.2
2019-05-14,35.0,19.6,0.0,1.6,270,9.7,1003.0,25.35,1.6,25.8
2019-05-15,55.0,20.7,0.0,1.7,290,11.2,1002.9,21.24,4.5,26.8
2019-05-16,54.0,23.5,0.0,1.5,270,11.9,1001.9,25.19,2.5,29.9
2019-05-17,47.0,23.6,0.0,1.2,70,12.7,1002.2,14.72,7.5,26.1
2019-05-18,26.0,22.8,0.0,2.1,110,12.8,1001.8,16.28,8.5,28.2
2019-05-19,15.0,19.4,22.0,1.2,70,20.9,998.8,5.22,10.0,20.4
2019-05-20,30.0,16.4,8.7,3.4,270,11.8,994.9,24.95,4.5,18.6
2019-05-21,43.0,17.2,0.0,2.9,200,9.6,995.2,28.89,0.0,21.8
2019-05-22,45.0,19.5,0.0,2.4,230,9.6,995.3,27.5,1.4,25.1
2019-05-23,60.0,22.1,0.0,1.7,270,11.0,998.4,27.36,0.0,28.5
2019-05-24,70.0,24.2,0.0,1.7,290,13.6,1000.8,26.13,1.4,30.6
2019-05-25,69.0,23.4,0.0,1.6,200,12.3,1005.0,18.83,7.9,26.7
2019-05-26,33.0,24.5,0.0,1.8,270,11.3,1003.7,25.81,6.0,30.5
2019-05-27,20.0,17.8,7.1,2.4,140,16.5,994.5,2.33,8.6,18.2
2019-05-28,17.0,18.1,0.0,2.6,270,8.9,1000.7,28.01,2.1,21.8
2019-05-29,37.0,20.3,0.0,2.0,290,10.6,999.7,28.48,0.4,26.2
2019-05-30,36.0,19.6,0.0,2.4,200,10.7,1000.7,18.28,7.9,23.8
2019-05-31,16.0,19.1,0.0,2.8,290,10.7,1000.3,27.46,2.3,26.5
2019-06-01,26.0,18.9,0.0,1.9,270,12.9,1000.1,21.1,5.5,24.8
2019-06-02,28.0,21.1,0.0,1.7,290,9.6,997.6,26.48,0.6,27.8
2019-06-03,30.0,23.1,0.0,1.8,160,11.9,997.9,25.57,0.6,30.1
2019-06-04,23.0,22.6,0.0,2.2,290,14.9,999.3,26.21,3.0,29.9
2019-06-05,38.0,23.0,0.0,1.8,270,17.3,1001.8,24.14,5.4,31.4
2019-06-06,47.0,21.2,7.5,1.2,90,18.8,999.9,5.33,9.1,22.4
2019-06-07,11.0,20.0,35.3,1.9,50,17.6,993.5,13.41,7.4,21.0
2019-06-08,20.0,21.9,0.0,1.4,50,14.5,997.9,21.14,5.9,22.8
2019-06-09,29.0,21.6,2.5,1.8,290,16.8,995.5,16.87,8.9,23.7
2019-06-10,9.0,18.4,9.5,1.6,70,14.5,997.3,11.01,8.0,19.7
2019-06-11,9.0,20.5,0.0,1.4,50,12.1,998.8,21.58,3.5,21.9
2019-06-12,21.0,21.5,0.0,1.8,290,14.2,1000.3,25.26,1.1,24.4
2019-06-13,22.0,23.0,0.0,1.7,290,13.9,999.7,27.4,3.1,27.2
2019-06-14,26.0,23.0,0.0,1.8,290,14.8,995.3,19.46,6.1,27.0
2019-06-15,26.0,21.9,2.1,2.4,290,15.7,990.5,25.94,3.1,26.0
2019-06-16,11.0,22.0,0.0,1.6,50,14.1,996.7,22.45,3.9,24.7
2019-06-17,20.0,21.7,0.0,2.3,290,15.0,1001.8,25.36,4.5,28.2
2019-06-18,26.0,20.8,13.8,1.5,250,19.0,1000.3,11.26,9.5,22.5
2019-06-19,25.0,21.4,0.2,1.9,270,19.6,997.8,11.24,9.4,23.0
2019-06-20,21.0,22.7,0.0,1.9,270,19.0,997.1,20.91,8.0,25.9
2019-06-21,21.0,22.1,0.2,1.7,290,19.2,996.1,12.51,7.3,25.2
2019-06-22,10.0,24.2,0.0,1.5,70,12.1,996.5,27.01,2.1,28.8
2019-06-23,10.0,25.0,0.0,1.8,50,12.5,998.2,26.05,3.0,30.7
2019-06-24,19.0,25.2,0.0,2.0,270,14.6,1001.9,27.57,1.6,32.4
2019-06-25,26.0,25.6,0.0,1.6,290,15.3,1004.2,27.13,1.3,32.6
2019-06-26,30.0,25.5,0.0,1.3,50,17.0,998.4,12.11,9.5,29.3
2019-06-27,18.0,25.5,1.4,1.4,50,22.4,990.9,14.79,8.3,29.5
2019-06-28,37.0,24.7,0.0,1.7,290,20.9,991.9,10.92,8.5,29.6
2019-06-29,22.0,23.1,1.5,1.2,50,20.0,988.3,12.49,8.1,24.4
2019-06-30,31.0,23.9,0.0,2.3,200,21.5,990.7,16.32,6.9,28.3
2019-07-01,29.0,23.9,0.0,2.3,270,18.5,995.4,20.33,4.9,29.6
2019-07-02,26.0,24.4,0.0,2.3,270,18.7,998.8,21.13,4.0,30.0
2019-07-03,30.0,24.1,0.0,1.7,290,19.0,998.1,12.62,6.4,26.9
2019-07-04,28.0,25.4,0.0,1.9,290,17.9,996.5,27.41,2.4,32.8
2019-07-05,29.0,27.6,0.0,1.5,20,15.0,993.2,24.78,3.8,32.0
2019-07-06,29.0,29.7,0.0,1.7,90,16.2,994.1,25.87,3.4,37.1
2019-07-07,16.0,26.7,0.0,2.2,90,14.7,997.5,22.4,7.5,33.8
2019-07-08,10.0,25.1,0.0,2.0,70,14.6,997.9,20.54,6.0,32.9
2019-07-09,10.0,25.0,0.0,1.8,90,14.3,996.7,18.2,4.9,29.8
2019-07-10,9.0,22.7,8.5,2.0,70,17.1,997.3,13.4,8.4,26.8
2019-07-11,5.0,21.9,2.9,1.3,50,19.9,995.2,8.59,9.9,23.2
2019-07-12,12.0,23.6,0.0,2.0,290,18.7,996.3,18.43,6.8,26.1
2019-07-13,29.0,24.9,0.0,1.7,290,20.7,992.0,15.0,6.4,28.3
2019-07-14,40.0,25.9,0.0,1.6,290,20.8,992.6,20.36,4.5,29.4
2019-07-15,38.0,23.8,7.7,1.1,50,23.3,997.2,7.32,7.5,24.6
2019-07-16,31.0,24.7,6.3,1.3,50,24.1,1000.7,13.41,7.3,25.7
2019-07-17,66.0,25.6,0.7,1.2,270,23.9,1001.2,11.19,9.0,26.4
2019-07-18,70.0,26.9,0.0,1.2,290,22.6,998.7,12.78,6.4,26.5
2019-07-19,37.0,28.6,0.0,1.5,90,23.2,996.4,21.8,4.6,30.9
2019-07-20,9.0,28.0,1.1,2.1,90,25.0,990.8,10.92,9.5,28.4
2019-07-21,16.0,25.1,6.2,2.2,230,27.7,991.8,6.18,9.4,26.6
2019-07-22,46.0,26.7,0.1,2.2,200,25.7,996.3,13.12,7.5,26.9
2019-07-23,26.0,28.1,0.0,1.7,230,26.4,995.3,13.34,8.6,29.3
2019-07-24,28.0,26.5,1.0,1.6,200,28.2,994.5,3.17,9.6,26.5
2019-07-25,31.0,26.3,9.7,1.2,200,30.8,994.6,3.47,9.9,26.6
2019-07-26,22.0,25.1,60.0,1.7,200,30.2,993.9,2.35,9.9,25.4
2019-07-27,20.0,28.4,0.6,1.3,140,29.0,995.7,15.31,7.6,29.6
2019-07-28,16.0,26.1,25.6,2.2,200,29.7,998.2,2.87,9.8,26.4
2019-07-29,16.0,27.5,0.5,2.6,200,27.2,999.2,9.43,8.0,27.5
2019-07-30,22.0,28.1,1.2,3.4,200,28.5,997.1,8.26,8.8,27.2
2019-07-31,20.0,25.8,62.3,2.2,200,30.1,999.3,3.01,9.8,25.7
2019-08-01,15.0,26.3,26.9,1.7,270,29.3,1002.0,13.55,7.8,26.7
2019-08-02,19.0,28.4,0.0,1.2,270,28.3,1001.8,15.74,3.5,28.8
2019-08-03,21.0,29.4,3.0,1.3,50,27.6,1001.0,21.04,3.6,30.5
2019-08-04,29.0,28.3,8.6,1.2,50,28.6,1000.9,17.53,5.8,29.6
2019-08-05,40.0,30.5,0.0,1.1,340,27.6,999.7,20.66,2.5,30.5
2019-08-06,26.0,31.6,0.0,1.5,70,23.2,996.9,22.91,6.8,31.7
2019-08-07,20.0,26.9,8.0,1.2,290,27.4,995.6,6.91,8.0,27.5
2019-08-08,44.0,28.9,0.0,1.6,290,27.9,998.3,15.87,6.6,29.7
2019-08-09,27.0,29.8,0.0,1.3,290,28.4,997.7,19.37,4.9,30.3
2019-08-10,21.0,31.5,0.0,1.5,90,25.9,996.0,22.69,5.1,33.1
2019-08-11,16.0,30.4,6.7,2.5,90,22.6,992.2,21.52,6.8,33.2
2019-08-12,21.0,26.6,56.2,1.3,70,31.8,990.7,4.8,8.9,26.8
2019-08-13,27.0,29.2,6.4,1.5,270,30.4,992.7,16.91,7.4,30.7
2019-08-14,18.0,30.4,0.0,1.5,70,26.8,990.2,20.99,4.0,30.5
2019-08-15,8.0,25.9,16.2,1.3,50,27.1,983.8,5.51,9.1,27.0
2019-08-16,18.0,25.9,0.1,2.2,270,24.6,985.6,14.1,6.3,27.3
2019-08-17,29.0,25.9,0.0,2.5,270,23.0,991.5,13.25,5.0,26.9
2019-08-18,20.0,25.6,0.0,1.7,270,21.2,996.9,18.61,4.5,28.1
2019-08-19,23.0,26.3,0.0,1.1,50,20.0,999.7,18.16,4.6,27.2
2019-08-20,28.0,28.2,0.0,1.5,70,21.1,999.9,21.06,2.6,30.2
2019-08-21,33.0,27.0,1.3,1.2,50,23.7,998.5,11.43,7.6,29.2
2019-08-22,38.0,26.9,0.0,1.7,270,22.7,996.5,23.16,6.3,31.5
2019-08-23,29.0,26.2,0.0,2.1,270,19.3,998.4,23.84,4.4,31.7
2019-08-24,22.0,24.1,0.0,1.5,270,18.2,1000.6,8.25,5.5,26.7
2019-08-25,18.0,25.0,0.0,1.5,50,20.5,1002.8,17.85,3.4,30.9
2019-08-26,26.0,26.4,0.0,1.2,50,21.2,1002.0,18.4,6.4,31.5
2019-08-27,26.0,25.7,20.0,1.0,290,22.9,997.7,13.22,8.1,26.4
2019-08-28,26.0,26.1,0.0,1.9,270,21.9,996.6,13.930274977085253,5.9,27.7
2019-08-29,27.0,23.4,36.9,2.2,160,22.0,995.9,13.930274977085253,5.6,25.9
2019-08-30,19.0,22.6,0.2,2.4,200,17.8,998.8,17.84,5.3,24.1
2019-08-31,18.0,23.5,0.0,1.9,230,18.3,1003.4,21.07,2.3,25.0
2019-09-01,18.0,23.7,0.0,1.4,340,18.1,1006.8,15.17,6.1,23.8
2019-09-02,25.0,24.4,0.0,1.6,320,16.7,1006.5,16.85,6.1,24.8
2019-09-03,20.0,24.1,0.0,2.3,360,20.0,1005.3,11.6,8.5,26.3
2019-09-04,8.0,22.8,22.7,2.5,360,24.6,1003.1,5.68,9.3,23.5
2019-09-05,10.0,23.0,36.4,2.0,360,25.4,1001.9,6.07,9.0,23.7
2019-09-06,15.0,25.3,2.4,2.1,360,25.6,999.2,9.29,10.0,25.5
2019-09-07,12.0,25.7,2.8,6.0,360,23.7,987.7,2.95,10.0,24.1
2019-09-08,34.0,24.7,0.0,1.9,160,23.6,998.3,9.31,9.3,25.1
2019-09-09,35.0,25.1,0.0,1.7,340,23.4,1000.6,10.04,9.3,25.2
2019-09-10,14.0,23.8,63.2,2.4,360,27.3,1001.7,5.74,9.8,24.4
2019-09-11,7.0,24.3,7.6,3.1,360,21.3,1004.6,16.56,7.9,24.9
2019-09-12,15.0,21.0,3.9,2.6,360,17.7,1006.6,4.09,9.8,21.9
2019-09-13,20.0,23.3,0.1,1.7,360,16.7,1003.6,21.35,4.3,24.4
2019-09-14,19.0,22.4,0.3,1.2,320,21.5,1001.6,3.34,8.8,22.9
2019-09-15,14.0,24.2,0.0,1.7,340,20.8,1000.8,18.19,5.5,25.2
2019-09-16,14.0,24.5,0.0,2.1,360,15.6,1001.0,19.91,3.6,27.4
2019-09-17,17.0,23.5,0.0,2.1,360,11.7,1004.7,20.01,6.4,25.4
2019-09-18,26.0,21.0,0.0,3.1,230,11.3,1006.7,21.9,1.1,25.4
2019-09-19,24.0,19.5,0.0,1.9,270,10.5,1008.2,19.83,3.5,23.3
2019-09-20,22.0,19.6,0.0,2.1,360,12.0,1007.5,8.64,9.4,21.5
2019-09-21,14.0,19.6,0.0,2.0,360,13.7,1009.1,4.44,9.6,20.8
2019-09-22,8.0,18.6,0.4,3.8,360,13.5,1003.2,3.2,9.4,18.5
2019-09-23,12.0,20.0,0.0,2.2,290,11.7,1004.4,16.92,3.1,20.2
2019-09-24,20.0,19.8,0.0,1.8,230,13.5,1008.6,20.17,0.0,23.0
2019-09-25,27.0,20.9,0.0,1.4,340,15.5,1011.7,16.44,5.9,23.4
2019-09-26,27.0,22.9,0.0,1.9,340,15.8,1013.6,15.5,8.4,25.1
2019-09-27,22.0,22.9,0.0,1.9,360,15.6,1012.1,10.42,8.6,24.4
2019-09-28,27.0,23.7,0.0,1.7,230,16.8,1008.1,15.97,3.8,25.8
2019-09-29,35.0,22.6,0.0,1.7,230,15.8,1006.7,18.83,0.3,24.7
2019-09-30,49.0,22.4,0.0,1.6,230,15.7,1006.8,18.37,0.0,24.3
2020-01-01,35.0,-2.2,0.1,0.6,50,3.4,1021.1,4.53,8.9,-0.9
2020-01-02,59.0,1.0,0.0,1.2,50,4.3,1018.7,3.47,7.9,0.1
2020-01-03,65.0,-0.1,0.0,1.7,290,3.3,1016.4,10.1,0.0,-0.4
2020-01-04,53.0,1.2,0.0,1.9,50,3.3,1015.4,9.29,2.1,0.0
2020-01-05,52.0,1.3,0.0,1.1,50,3.0,1019.7,9.1,3.9,-0.5
2020-01-06,38.0,3.1,1.8,3.1,70,5.0,1015.3,2.03,9.8,1.0
2020-01-07,9.0,6.3,46.3,4.0,70,9.1,999.3,0.75,10.0,5.1
2020-01-08,25.0,2.4,11.6,3.3,270,6.3,1003.6,1.84,9.6,4.0
2020-01-09,50.0,-1.2,0.0,2.3,290,3.7,1013.4,9.14,1.6,1.3
2020-01-10,65.0,-0.6,0.0,1.5,290,3.6,1013.0,9.39,3.1,0.2
2020-01-11,50.0,-0.1,0.0,1.9,290,3.6,1009.4,10.13,3.6,0.1
2020-01-12,46.0,-1.0,0.0,2.4,290,3.5,1007.5,10.33,3.6,0.4
2020-01-13,25.0,-2.9,0.0,2.3,290,2.5,1012.4,11.15,1.4,-1.3
2020-01-14,30.0,-2.3,0.0,1.6,290,2.3,1015.0,10.06,1.0,-1.6
2020-01-15,36.0,-2.7,0.0,1.9,270,2.2,1017.6,11.6,0.1,-2.0
2020-01-16,40.0,-1.7,0.0,1.6,320,2.3,1016.3,10.75,5.0,-1.6
2020-01-17,56.0,-0.6,0.0,1.5,290,2.5,1012.6,9.85,4.8,-0.8
2020-01-18,60.0,0.3,0.0,1.8,270,2.9,1010.9,11.38,2.1,-0.6
2020-01-19,62.0,1.9,0.6,2.2,270,4.4,1008.0,6.08,4.8,0.5
2020-01-20,52.0,0.7,0.0,2.5,270,3.0,1012.2,10.24,2.3,-0.1
2020-01-21,42.0,-0.4,0.0,1.4,320,2.1,1018.8,11.55,2.9,-0.8
2020-01-22,42.0,3.0,0.0,1.7,50,2.7,1014.6,6.8,7.8,1.3
2020-01-23,59.0,4.6,0.0,2.0,290,4.1,1013.5,10.73,3.4,2.2
2020-01-24,71.0,2.8,0.0,1.7,290,4.6,1019.5,10.53,3.0,1.9
2020-01-25,46.0,4.3,0.0,1.5,290,5.2,1018.7,7.86,7.4,2.4
2020-01-26,24.0,5.5,0.0,2.7,70,4.8,1016.5,11.21,5.8,3.5
2020-01-27,10.0,5.9,0.1,4.6,70,4.5,1010.4,2.76,9.5,3.6
2020-01-28,12.0,6.8,0.0,2.6,50,4.8,1007.7,3.98,7.3,4.6
2020-01-29,15.0,6.0,0.0,2.1,70,4.3,1005.3,7.3,6.6,3.7
2020-01-30,15.0,5.2,0.0,1.8,70,4.1,1004.4,9.24,4.0,3.0
2020-01-31,26.0,3.9,0.0,2.3,270,4.8,1009.0,9.41,4.8,2.8
2020-10-01,19.0,18.8,0.0,2.1,50,16.1,1003.4,10.89,5.5,19.6
2020-10-02,27.0,19.2,0.0,2.3,180,17.7,1004.6,6.34,9.1,18.5
2020-10-03,40.0,19.9,0.0,1.6,270,16.7,1004.9,9.79,8.0,19.8
2020-10-04,29.0,16.6,0.0,2.8,270,12.4,1002.7,12.36,7.1,17.8
2020-10-05,26.0,13.3,0.0,2.5,270,8.6,1007.9,19.44,2.3,14.5
2020-10-06,25.0,14.2,0.0,2.0,290,8.7,1012.2,19.81,2.5,14.6
2020-10-07,25.0,16.0,0.0,1.9,50,8.5,1015.8,16.99,3.8,14.9
2020-10-08,19.0,17.2,0.0,3.1,50,10.1,1016.7,19.27,0.1,15.9
2020-10-09,19.0,17.2,0.0,3.0,70,10.4,1013.2,18.55,4.6,16.6
2020-10-10,21.0,16.9,0.0,2.0,70,11.3,1009.7,15.28,5.3,16.6
2020-10-11,26.0,16.9,0.0,1.8,50,13.0,1006.1,11.45,5.8,16.1
2020-10-12,40.0,16.2,0.0,2.2,250,12.5,1005.2,13.59,2.6,16.8
2020-10-13,30.0,13.6,0.0,2.2,270,7.9,1010.7,14.16,3.5,14.2
2020-10-14,40.0,12.8,0.0,2.4,290,6.9,1014.6,12.19,6.6,14.3
2020-10-15,39.0,11.7,0.0,1.5,50,5.7,1015.8,14.48,6.6,13.1
2020-10-16,40.0,11.8,0.0,1.5,50,8.9,1013.7,5.28,7.6,12.5
2020-10-17,33.0,13.1,0.0,1.8,270,9.2,1013.0,17.65,1.0,13.1
2020-10-18,33.0,13.6,0.0,2.0,20,10.0,1013.6,15.96,0.5,12.9
2020-10-19,69.0,15.1,0.0,1.7,20,12.4,1014.7,15.27,0.0,14.3
2020-10-20,76.0,15.2,0.0,1.6,20,11.2,1015.4,15.67,0.4,14.5
2020-10-21,55.0,14.1,0.0,1.9,50,11.1,1008.6,4.72,7.3,13.7
2020-10-22,81.0,13.5,0.0,2.8,50,10.2,1003.5,11.01,4.6,15.2
2020-10-23,30.0,8.6,0.0,3.0,270,5.6,1004.9,17.01,0.0,10.7
2020-10-24,30.0,8.7,0.0,2.5,270,5.3,1008.7,16.65,0.0,9.4
2020-10-25,34.0,11.8,0.0,1.7,20,8.3,1009.9,13.83,2.8,10.9
2020-10-26,61.0,12.9,0.0,1.6,20,10.3,1009.8,13.69,1.6,11.9
2020-10-27,91.0,14.0,0.0,1.8,270,11.6,1010.9,12.23,1.1,13.2
2020-10-28,52.0,13.8,0.0,2.5,270,8.2,1012.6,15.27,3.8,13.8
2020-10-29,41.0,10.8,0.0,2.0,270,5.1,1013.7,13.77,3.1,11.5
2020-10-30,51.0,11.9,0.0,1.5,50,5.8,1015.2,14.62,0.4,11.2
2020-10-31,33.0,13.6,0.0,2.6,200,9.3,1013.9,11.03,6.1,12.9
2020-11-01,54.0,13.7,13.6,2.3,200,13.2,1009.2,1.61,8.6,13.1
2020-11-02,51.0,10.8,1.7,2.3,270,7.1,1010.1,14.6,3.0,10.0
2020-11-03,24.0,5.1,0.5,3.5,270,4.1,1011.9,15.22,1.5,6.1
2020-11-04,34.0,4.9,0.0,2.3,270,3.7,1015.2,15.36,0.0,5.2
2020-11-05,44.0,9.6,0.0,1.8,50,7.3,1016.7,12.77,5.3,10.5
2020-11-06,54.0,13.5,0.0,1.7,50,9.8,1010.9,5.65,8.9,12.5
2020-11-07,100.0,14.6,0.1,2.7,230,11.2,1007.6,11.01,3.6,14.6
2020-11-08,65.0,8.5,0.0,3.1,270,5.0,1012.3,14.66,0.0,9.9
2020-11-09,30.0,5.5,0.0,1.8,270,3.7,1015.2,10.48,2.4,5.6
2020-11-10,28.0,7.7,0.0,2.2,270,5.8,1017.9,13.61,0.0,7.9
2020-11-11,47.0,9.3,0.0,1.6,50,6.1,1021.3,12.96,0.0,8.7
2020-11-12,75.0,10.4,0.0,1.7,20,6.9,1019.9,12.27,2.0,9.2
2020-11-13,87.0,12.2,0.0,1.6,20,10.0,1018.2,8.92,3.0,12.1
2020-11-14,82.0,12.5,0.0,1.7,50,9.2,1018.9,11.58,1.3,10.9
2020-11-15,85.0,11.1,0.0,1.7,20,9.8,1017.1,9.52,3.4,10.2
2020-11-16,81.0,12.4,0.0,1.6,50,9.8,1015.9,10.76,2.1,10.9
2020-11-17,74.0,15.9,0.1,2.3,70,12.2,1013.2,5.7,7.4,13.0
2020-11-18,56.0,16.6,12.2,2.6,50,17.2,1005.5,2.63,9.8,15.3
2020-11-19,20.0,13.6,86.9,4.2,270,14.9,998.0,0.96,9.8,14.6
2020-11-20,25.0,2.8,0.0,3.2,290,5.6,1009.3,2.74,6.6,6.2
2020-11-21,32.0,6.5,0.2,2.1,50,6.6,1013.1,10.52,6.1,6.5
2020-11-22,31.0,5.6,4.8,2.5,270,7.4,1012.4,3.61,7.8,7.3
2020-11-23,29.0,1.7,0.0,2.3,290,4.2,1017.8,12.35,0.3,2.9
2020-11-24,31.0,2.9,0.0,1.8,20,4.1,1018.0,6.33,6.1,3.5
2020-11-25,41.0,4.6,0.0,1.5,270,5.4,1017.0,8.32,5.4,3.5
2020-11-26,69.0,5.6,0.0,1.7,270,5.9,1016.5,9.8,5.5,4.4
2020-11-27,50.0,4.1,0.0,2.7,270,5.0,1015.4,8.52,4.9,4.9
2020-11-28,25.0,-0.1,0.0,2.8,290,3.0,1018.3,11.89,2.9,1.2
2020-11-29,29.0,-0.6,0.0,2.2,270,3.5,1019.3,5.61,4.1,0.7
