날짜,PM10,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C)
2020-11-30,31.0,-0.2,0.0,1.9,270,3.4,1024.1,11.55,0.0,0.4
2020-12-01,37.0,1.1,0.0,1.9,290,2.8,1024.7,10.69,4.4,0.3
2020-12-02,38.0,2.4,0.0,1.8,270,3.0,1020.2,6.38,6.6,2.2
2020-12-03,29.0,0.7,0.0,2.7,290,3.0,1019.1,11.52,1.0,1.2
2020-12-04,35.0,-0.6,0.0,1.8,290,3.0,1019.6,11.62,0.9,-0.3
2020-12-05,43.0,2.1,0.0,1.7,20,4.5,1019.1,8.18,5.6,0.5
2020-12-06,53.0,4.5,0.0,1.8,50,5.6,1017.4,8.37,4.3,2.1
2020-12-07,64.0,3.4,0.0,2.6,270,4.5,1017.6,8.93,3.8,3.1
2020-12-08,27.0,-0.5,0.0,2.0,320,2.9,1018.2,11.4,0.4,0.1
2020-12-09,46.0,1.5,0.0,1.5,50,3.8,1015.9,8.48,4.5,-0.3
2020-12-10,77.0,5.8,0.0,1.7,50,6.5,1011.8,4.74,7.8,3.9
2020-12-11,119.0,5.3,0.0,1.8,270,6.8,1009.1,5.85,6.5,3.3
2020-12-12,62.0,2.3,0.0,2.1,270,3.6,1009.0,10.22,1.8,1.8
2020-12-13,41.0,-1.1,2.9,2.9,270,4.4,1008.4,1.9,5.4,0.5
2020-12-14,29.0,-7.7,0.0,3.4,290,1.7,1018.3,11.44,0.0,-1.9
2020-12-15,28.0,-8.3,0.0,2.8,290,1.4,1020.5,11.61,0.0,-3.7
2020-12-16,28.0,-8.3,0.0,2.6,290,1.4,1020.6,11.44,0.0,-4.3
2020-12-17,32.0,-4.9,0.0,1.7,20,2.0,1019.6,11.15,2.3,-3.7
2020-12-18,37.0,-2.1,0.2,3.0,50,3.0,1017.7,8.45,4.1,-1.3
2020-12-19,29.0,-5.1,0.0,2.4,270,1.9,1022.4,11.27,1.4,-3.5
2020-12-20,29.0,-3.7,0.0,2.0,270,2.3,1021.6,11.0,0.0,-3.3
2020-12-21,43.0,-1.0,0.0,1.6,20,3.6,1018.4,9.99,0.9,-2.4
2020-12-22,58.0,2.0,0.0,2.0,20,4.7,1015.3,7.83,4.8,-0.4
2020-12-23,76.0,4.5,0.0,2.3,50,6.5,1011.3,4.6,7.8,0.4
2020-12-24,69.0,2.6,0.0,2.9,270,4.6,1007.8,9.82,1.3,0.7
2020-12-25,31.0,-0.8,0.0,2.1,250,3.0,1012.8,10.88,0.1,-1.4
2020-12-26,62.0,2.2,0.0,1.8,20,4.7,1013.5,8.99,3.0,-0.6
2020-12-27,75.0,5.8,0.0,1.8,70,5.8,1011.0,8.12,7.5,1.4
2020-12-28,73.0,6.7,1.3,1.4,50,6.9,1012.6,9.12,5.3,2.7
2020-12-29,75.0,0.1,0.2,2.9,270,4.6,1011.0,1.98,8.5,-0.1
2020-12-30,37.0,-10.9,0.0,4.1,270,1.5,1012.5,11.36,0.8,-4.4
2020-12-31,29.0,-8.9,0.0,2.4,270,1.7,1015.4,9.06,0.4,-5.0
2020-02-01,66.0,2.6,0.0,1.7,290,4.9,1013.4,7.17,3.4,2.3
2020-02-02,68.0,1.5,0.0,1.8,290,3.4,1014.7,8.39,6.1,1.9
2020-02-03,23.0,-0.4,0.0,3.1,270,2.6,1016.3,13.56,1.5,2.3
2020-02-04,23.0,-1.6,1.7,2.8,320,2.9,1015.8,10.01,3.9,0.3
2020-02-05,22.0,-8.3,0.0,3.3,320,1.2,1021.0,14.82,0.0,-2.5
2020-02-06,38.0,-6.4,0.0,1.9,290,1.4,1023.0,13.97,0.9,-2.7
2020-02-07,34.0,-1.7,0.0,2.0,290,2.5,1018.5,10.14,8.9,-0.4
2020-02-08,39.0,-0.1,0.0,3.0,320,2.9,1016.7,13.89,2.5,1.4
2020-02-09,34.0,-0.5,0.0,2.0,270,3.0,1014.6,14.33,2.8,0.5
2020-02-10,43.0,4.0,0.0,1.7,290,3.8,1013.4,14.22,1.1,3.4
2020-02-11,53.0,6.8,0.0,1.6,50,3.4,1016.3,10.91,2.3,0.6
2020-02-12,49.0,7.4,6.7,2.2,70,7.6,1006.4,2.86,9.9,5.8
2020-02-13,75.0,6.5,0.0,1.7,290,8.2,1008.8,6.43,9.1,6.6
2020-02-14,81.0,8.1,0.0,1.2,290,7.3,1010.4,13.13,2.1,6.9
2020-02-15,63.0,9.8,2.0,2.7,70,7.4,1007.3,8.77,5.8,6.6
2020-02-16,25.0,-1.4,13.4,4.0,270,4.6,1002.6,4.14,8.9,2.2
2020-02-17,38.0,-5.9,1.0,3.4,320,2.6,1007.4,7.08,6.5,0.3
2020-02-18,22.0,-4.1,0.0,2.3,290,2.0,1016.7,16.78,0.0,-0.1
2020-02-19,32.0,1.0,0.0,1.5,50,3.7,1019.3,12.13,6.0,1.8
2020-02-20,59.0,4.6,0.0,1.7,50,5.1,1022.6,13.71,2.5,4.0
2020-02-21,65.0,6.7,4.2,2.2,200,6.5,1018.5,6.5,9.3,4.4
2020-02-22,68.0,4.0,3.1,4.0,270,5.1,1014.2,9.06,5.9,4.2
2020-02-23,21.0,2.5,0.0,2.0,270,3.4,1018.2,17.37,0.9,3.6
2020-02-24,33.0,7.0,0.0,1.6,50,5.2,1013.6,13.21,7.0,6.1
2020-02-25,21.0,6.7,16.6,4.2,70,7.2,1007.4,4.11,7.5,6.0
2020-02-26,16.0,6.4,0.0,2.1,50,5.6,1012.7,10.45,5.3,5.4
2020-02-27,11.0,6.1,0.0,2.0,70,4.9,1017.0,16.77,2.6,6.0
2020-02-28,24.0,4.5,3.9,1.4,50,6.7,1011.9,2.41,9.8,4.7
2020-02-29,20.0,7.7,0.5,1.7,50,6.9,1007.7,17.12,3.0,8.4
2020-03-01,43.0,5.8,0.2,2.0,270,6.6,1007.9,5.4,8.1,5.5
2020-03-02,36.0,3.4,0.0,2.7,290,4.2,1013.1,17.08,1.6,5.0
2020-03-03,43.0,4.8,0.0,2.6,70,4.9,1013.3,10.62,6.5,3.7
2020-03-04,44.0,2.2,0.0,3.7,270,3.9,1011.4,10.41,5.1,4.0
2020-03-05,34.0,1.4,0.0,2.5,270,3.1,1014.5,19.25,0.0,3.8
2020-03-06,38.0,3.7,0.0,1.6,50,3.5,1011.7,16.82,2.5,4.5
2020-03-07,52.0,7.0,0.0,2.0,70,3.8,1007.5,13.0,5.4,7.0
2020-03-08,53.0,9.3,0.0,1.6,290,4.7,1008.0,18.27,0.3,8.6
2020-03-09,53.0,11.1,0.0,1.8,320,4.7,1003.6,14.19,6.5,9.7
2020-03-10,38.0,6.4,11.8,2.8,290,7.6,997.6,2.72,7.5,6.5
2020-03-11,29.0,3.8,0.0,3.3,270,3.3,1007.7,20.72,0.0,4.8
2020-03-12,31.0,6.8,0.0,2.5,250,4.6,1010.9,14.32,4.0,5.5
2020-03-13,28.0,4.9,0.5,3.3,320,3.6,1011.3,17.82,6.6,7.7
2020-03-14,37.0,3.6,0.0,3.0,250,3.9,1005.0,18.6,2.1,5.6
2020-03-15,36.0,4.0,0.0,3.6,320,3.8,1001.4,17.29,3.1,6.2
2020-03-16,21.0,3.6,0.0,2.8,250,3.2,1011.4,21.18,1.0,6.1
2020-03-17,46.0,6.6,0.0,2.1,230,6.4,1005.0,6.89,4.8,7.5
2020-03-18,57.0,10.0,0.0,1.8,250,4.9,1002.6,20.66,0.0,9.8
2020-03-19,51.0,9.1,0.0,4.8,270,5.8,995.6,15.51,3.4,9.9
2020-03-20,33.0,8.8,0.0,3.1,200,4.2,1003.3,20.58,0.4,9.9
2020-03-21,49.0,12.8,0.0,2.0,180,8.4,1001.3,14.83,6.9,13.9
2020-03-22,37.0,11.0,0.0,3.0,290,4.5,1004.0,22.54,0.1,13.6
2020-03-23,45.0,10.6,0.0,1.9,270,4.8,1006.7,20.72,0.0,12.6
2020-03-24,52.0,11.4,0.0,1.8,270,4.4,1009.8,21.06,0.0,13.2
2020-03-25,44.0,12.5,0.0,1.9,290,4.7,1009.7,19.29,4.0,13.9
2020-03-26,48.0,14.8,1.8,1.9,70,8.9,1004.9,11.97,6.9,13.5
2020-03-27,41.0,11.9,2.0,3.3,290,8.1,1003.2,17.04,5.1,14.4
2020-03-28,29.0,7.7,0.0,3.2,360,1.8,1010.8,19.87,5.1,10.8
2020-03-29,37.0,8.7,0.0,2.0,290,3.4,1010.9,23.12,1.5,11.8
2020-03-30,47.0,10.2,0.0,1.8,270,4.4,1010.1,22.73,0.9,13.3
2020-03-31,45.0,11.9,0.0,2.0,270,4.5,1007.0,20.68,5.5,14.5
2020-04-01,59.0,11.3,0.0,3.7,290,4.5,1004.5,19.12,3.5,15.0
2020-04-02,36.0,9.3,0.0,2.3,250,4.4,1011.6,21.25,2.6,13.1
2020-04-03,53.0,10.0,0.0,2.7,270,6.3,1010.5,22.56,1.3,14.2
2020-04-04,60.0,8.9,0.0,3.4,290,3.9,1008.6,23.33,0.8,13.8
2020-04-05,40.0,7.2,0.0,2.8,270,3.0,1011.8,24.58,0.0,12.4
2020-04-06,49.0,9.3,0.0,2.4,290,4.3,1010.0,22.51,3.5,13.8
2020-04-07,52.0,10.6,0.0,2.5,270,7.1,1005.3,19.3,2.1,14.8
2020-04-08,38.0,9.4,0.0,3.5,290,2.8,1007.8,24.86,0.0,14.3
2020-04-09,41.0,8.9,0.0,2.8,270,5.1,1011.5,24.79,1.3,14.0
2020-04-10,39.0,10.7,0.0,2.4,290,6.6,1014.0,21.07,4.8,17.0
2020-04-11,33.0,9.9,0.0,2.5,290,7.5,1009.1,19.4,4.8,15.6
2020-04-12,29.0,9.9,0.0,3.8,90,6.9,1004.4,19.25,3.1,13.2
2020-04-13,19.0,12.4,0.0,3.1,70,5.1,1003.9,26.02,1.9,18.0
2020-04-14,47.0,13.0,0.0,2.4,290,6.6,1006.3,25.93,1.3,18.7
2020-04-15,54.0,13.2,0.0,2.2,290,5.8,1004.6,21.49,5.4,17.5
2020-04-16,48.0,16.0,0.0,2.3,90,7.0,1006.1,22.96,2.9,20.1
2020-04-17,39.0,12.5,6.5,2.4,110,11.1,1002.2,4.23,9.1,12.1
2020-04-18,22.0,13.5,0.0,2.6,320,10.2,1005.9,23.09,2.6,18.1
2020-04-19,22.0,12.3,10.3,2.7,90,10.6,1004.1,5.25,9.5,12.5
2020-04-20,12.0,10.0,0.1,3.3,250,9.0,1000.6,7.34,7.4,10.2
2020-04-21,28.0,7.4,0.0,4.4,290,5.0,1003.8,23.63,3.6,12.2
2020-04-22,68.0,6.0,0.0,4.0,290,4.4,1005.9,15.89,4.1,9.8
2020-04-23,37.0,7.9,0.0,3.7,290,4.9,1005.6,25.72,1.6,12.7
2020-04-24,34.0,9.9,0.0,3.9,270,6.7,1003.1,26.61,1.8,14.5
2020-04-25,49.0,13.1,0.0,3.9,250,8.3,999.3,18.9,3.3,15.7
2020-04-26,25.0,12.3,0.0,3.2,290,5.8,1006.9,28.36,0.8,18.3
2020-04-27,28.0,12.9,0.0,2.8,320,7.1,1009.3,22.98,3.4,17.1
2020-04-28,32.0,13.9,0.0,3.0,250,7.6,1009.4,26.97,0.0,20.1
2020-04-29,40.0,14.9,0.0,2.6,290,7.7,1009.0,26.1,0.4,21.1
2020-04-30,34.0,17.1,0.0,2.7,250,11.5,1005.7,24.03,5.3,23.0
2020-05-01,49.0,20.2,0.0,2.7,270,17.2,1003.0,18.96,6.6,25.7
2020-05-02,44.0,20.3,0.0,2.3,290,18.9,1001.3,9.43,9.0,22.7
2020-05-03,25.0,21.8,0.0,2.0,90,17.4,996.0,19.41,7.0,26.7
2020-05-04,30.0,20.2,0.0,2.7,290,15.0,998.1,25.42,3.4,28.9
2020-05-05,29.0,16.0,0.0,1.9,290,12.3,1001.5,9.41,5.4,17.1
2020-05-06,28.0,19.4,0.0,2.1,70,10.3,1003.7,28.51,1.8,26.5
2020-05-07,23.0,20.7,0.0,2.5,90,7.7,1007.1,23.93,6.8,25.7
2020-05-08,23.0,19.9,2.3,2.4,160,6.9,1004.4,23.26,7.4,27.3
2020-05-09,14.0,14.2,24.4,3.6,90,15.3,994.8,3.0,10.0,15.1
2020-05-10,26.0,14.4,1.3,2.5,250,14.4,997.0,6.77,9.0,15.7
2020-05-11,92.0,16.5,3.4,3.0,250,10.8,997.7,22.98,8.1,20.2
2020-05-12,34.0,14.3,0.7,2.9,250,11.1,995.1,13.6,3.3,17.6
2020-05-13,26.0,16.1,0.0,2.8,270,8.0,1005.1,29.7,0.6,20.5
2020-05-14,35.0,19.3,0.0,2.0,90,7.5,1006.0,20.64,8.3,21.8
2020-05-15,31.0,16.1,12.0,3.0,90,14.5,998.8,3.43,10.0,15.9
2020-05-16,21.0,16.7,2.5,1.6,290,17.0,996.6,7.6,9.5,18.3
2020-05-17,37.0,19.1,0.0,1.7,320,17.5,995.3,15.26,7.1,21.2
2020-05-18,39.0,19.1,29.8,2.4,140,17.2,988.4,14.07,8.5,21.6
2020-05-19,13.0,13.0,19.0,3.2,50,10.9,990.7,15.29,7.6,16.1
2020-05-20,6.0,14.4,0.0,1.9,90,9.8,1001.7,20.91,6.0,17.3
2020-05-21,23.0,17.4,0.0,2.1,90,10.9,1004.4,24.35,4.8,20.5
2020-05-22,46.0,18.5,0.0,1.9,290,14.6,1002.7,13.07,8.6,20.0
2020-05-23,50.0,20.1,0.0,2.2,290,15.2,1001.1,23.24,7.4,23.3
2020-05-25,45.0,16.6,0.0,2.1,320,15.1,1002.3,16.88,8.1,20.3
2020-05-26,38.0,16.2,1.5,2.1,290,14.8,999.4,18.49,7.8,19.2
2020-05-27,19.0,17.4,0.0,2.6,320,13.1,999.3,30.06,1.5,21.4
2020-05-28,27.0,18.7,0.0,1.9,320,13.0,999.6,22.83,3.9,20.5
2020-05-29,31.0,20.7,0.0,2.0,290,15.5,1004.9,28.09,1.3,24.3
2020-05-30,33.0,22.6,0.0,1.9,290,15.0,1006.1,26.5,1.1,27.6
2020-05-31,37.0,21.2,1.0,2.3,320,15.4,1001.4,19.15,8.5,25.7
2020-05-24,48.67,17.1,14.5,2.9,230,16.4,999.6,10.59,8.4,19.0
2020-06-01,18.0,19.7,0.4,3.4,290,14.2,999.7,30.35,3.8,26.6
2020-06-02,22.0,17.9,2.0,2.2,290,14.4,997.4,5.89,9.3,18.3
2020-06-03,43.0,22.0,0.0,2.4,290,18.8,993.9,24.64,5.8,27.1
2020-06-04,45.0,21.9,0.2,2.7,250,21.0,994.1,19.77,8.4,26.8
2020-06-05,39.0,23.0,0.0,1.8,290,18.8,997.2,23.36,5.5,29.8
2020-06-06,50.0,24.6,0.0,2.0,290,19.1,998.1,23.38,2.3,31.4
2020-06-07,42.0,22.7,0.0,2.3,290,18.8,1001.9,26.04,3.3,30.2
2020-06-08,38.0,25.0,0.0,2.1,290,19.4,1004.6,26.13,3.0,32.7
2020-06-09,43.0,26.7,0.0,2.3,320,17.5,1004.3,28.36,3.0,34.1
2020-06-10,40.0,25.8,6.2,2.0,290,20.5,998.9,18.85,9.0,32.8
2020-06-11,25.0,26.1,0.0,2.2,290,22.2,993.7,26.03,5.8,30.1
2020-06-12,41.0,24.7,0.0,1.7,290,21.1,995.1,11.51,8.1,25.8
2020-06-13,47.0,26.9,0.0,1.9,290,17.9,994.3,28.11,5.5,34.6
2020-06-14,35.0,24.0,1.1,2.9,270,20.6,994.3,22.52,4.4,29.6
2020-06-15,23.0,23.0,0.0,2.8,270,16.7,996.4,26.53,6.0,31.1
2020-06-16,52.0,24.4,0.0,2.2,290,18.7,995.7,24.74,6.0,32.2
2020-06-17,46.0,24.3,0.0,2.0,290,17.4,995.3,21.25,7.4,31.1
2020-06-18,31.0,23.4,0.0,1.6,320,17.5,993.1,11.0,9.0,26.7
2020-06-19,21.0,24.7,0.1,2.1,70,18.8,996.4,19.6,6.3,29.6
2020-06-20,35.0,24.9,0.0,2.1,290,19.3,1000.0,24.75,0.9,31.9
2020-06-21,30.0,26.1,0.0,2.0,320,19.3,998.0,27.82,0.1,34.1
2020-06-22,36.0,28.6,0.0,2.0,290,18.8,998.0,28.95,1.6,36.3
2020-06-23,37.0,27.3,0.0,1.9,270,19.2,998.3,16.97,7.5,32.1
2020-06-24,30.0,22.3,37.6,2.7,50,22.0,993.1,2.91,10.0,22.7
2020-06-25,13.0,21.6,13.3,2.2,180,23.3,991.8,6.11,10.0,23.0
2020-06-26,19.0,21.8,2.1,3.2,230,21.2,996.5,13.03,8.3,22.9
2020-06-27,22.0,24.1,0.0,2.0,250,20.8,995.5,22.18,6.1,25.2
2020-06-28,27.0,25.2,0.0,2.4,270,22.2,994.8,28.6,1.9,28.6
2020-06-29,36.0,23.8,11.9,2.4,50,22.4,991.8,8.4,8.6,23.9
2020-06-30,6.0,20.1,64.7,4.0,320,19.3,984.3,6.2,10.0,20.8
2020-07-01,20.0,21.1,0.0,1.9,270,19.7,995.0,9.47,7.6,21.3
2020-07-02,52.0,24.2,0.0,1.9,110,22.1,1000.9,19.15,6.6,24.5
2020-07-03,39.0,25.5,0.1,2.6,50,19.8,1000.5,27.47,6.8,28.6
2020-07-04,19.0,24.2,1.6,2.1,270,18.6,997.0,26.88,7.6,28.2
2020-07-05,27.0,23.8,0.0,1.9,250,19.9,994.5,20.85,5.3,26.7
2020-07-06,22.0,25.6,0.0,2.1,270,21.5,991.2,19.28,7.4,28.5
2020-07-07,13.0,24.1,0.0,2.5,270,22.5,994.3,15.15,6.3,28.3
2020-07-08,26.0,25.5,0.0,2.0,270,22.9,994.8,25.81,2.9,30.5
2020-07-09,42.0,27.5,0.0,1.7,110,22.9,994.0,23.1,4.8,31.9
2020-07-10,13.0,24.5,2.2,2.8,50,23.0,992.6,12.3,6.6,25.2
2020-07-11,6.0,25.8,0.0,2.6,50,20.5,997.5,21.82,7.3,29.7
2020-07-12,14.0,23.5,2.9,2.4,70,20.6,999.3,7.67,9.1,25.3
2020-07-13,9.0,18.7,47.6,4.0,70,20.3,993.0,4.58,10.0,20.1
2020-07-14,6.0,20.3,11.5,2.8,50,18.7,993.9,12.46,9.9,22.6
2020-07-15,11.0,23.4,0.0,2.0,50,17.7,995.5,26.6,5.1,26.4
2020-07-16,25.0,25.0,0.0,1.8,270,22.1,997.0,25.76,4.1,27.4
2020-07-17,33.0,26.0,0.0,1.9,250,23.8,998.3,22.28,4.5,28.3
2020-07-18,41.0,26.1,0.0,1.6,270,24.0,998.4,15.49,5.4,27.9
2020-07-19,19.0,24.0,29.1,2.7,50,24.2,994.9,4.92,9.9,22.9
2020-07-20,17.0,23.8,3.6,3.7,200,25.4,995.9,5.15,9.6,23.8
2020-07-21,29.0,25.0,0.0,1.6,270,23.9,1001.8,17.83,6.3,25.6
2020-07-22,23.0,23.7,11.5,1.6,50,26.0,999.9,4.5,9.8,24.0
2020-07-23,20.0,21.1,103.1,3.6,50,23.9,995.7,2.72,10.0,21.8
2020-07-24,9.0,22.5,2.9,4.6,50,20.2,989.3,10.46,9.3,21.2
2020-07-25,3.0,24.3,0.0,3.1,50,21.0,993.6,15.59,7.8,23.9
2020-07-26,10.0,25.4,0.0,2.0,50,22.3,997.4,18.14,7.4,25.6
2020-07-27,12.0,24.3,2.2,2.2,50,26.1,998.6,7.72,10.0,25.2
2020-07-28,12.0,24.4,0.4,2.0,50,25.7,1000.5,8.38,9.9,25.0
2020-07-29,11.0,23.7,50.1,2.0,50,28.0,1002.0,3.18,10.0,23.9
2020-07-30,19.0,25.3,0.1,2.1,230,27.4,1003.4,15.34,8.3,26.9
2020-07-31,20.0,26.2,1.5,2.0,250,27.7,1003.9,14.5,6.9,27.2
2020-08-01,14.0,25.3,39.1,1.7,230,29.2,1000.5,5.31,9.8,25.7
2020-08-02,12.0,24.9,31.4,2.3,180,30.3,997.8,2.55,10.0,25.2
2020-08-03,17.0,25.0,102.6,3.0,200,30.4,998.4,3.09,10.0,25.1
2020-08-04,42.0,27.0,3.9,3.5,200,31.6,1000.9,8.06,9.6,26.9
2020-08-05,38.0,26.5,18.5,1.9,50,31.8,1000.8,5.02,9.8,26.7
2020-08-06,16.0,24.1,75.7,3.3,200,27.7,995.4,6.74,8.0,24.8
2020-08-07,27.0,24.3,0.0,1.8,50,25.6,996.9,6.7,9.0,24.8
2020-08-08,15.0,24.2,19.1,2.3,70,27.0,993.2,6.96,9.1,24.9
2020-08-09,10.0,24.9,50.3,2.6,200,29.9,992.5,1.43,9.8,24.3
2020-08-10,14.0,26.5,44.6,2.0,200,31.7,993.8,7.77,9.9,26.4
2020-08-11,10.0,24.6,97.0,2.2,200,28.5,999.6,7.44,9.5,25.2
2020-08-12,22.0,27.2,0.0,1.9,50,30.1,1002.7,13.62,8.3,28.3
2020-08-13,26.0,28.0,0.0,2.5,200,31.0,999.3,7.96,8.5,27.4
2020-08-14,34.0,27.1,0.4,3.5,200,30.9,995.8,4.14,9.3,26.3
2020-08-15,43.0,26.1,69.0,1.9,200,32.3,998.7,3.25,9.3,25.9
2020-08-16,22.0,27.4,0.0,3.0,200,29.9,1001.0,14.3,8.3,27.9
2020-08-17,25.0,28.2,0.0,2.3,200,29.4,1003.7,18.44,4.4,29.0
2020-08-18,32.0,27.5,0.0,1.6,270,27.5,1003.2,19.81,2.8,29.1
2020-08-19,40.0,27.1,0.0,2.0,270,27.1,1001.7,22.54,2.3,28.6
2020-08-20,35.0,27.7,0.0,1.7,250,27.8,1002.4,15.16,6.4,27.6
2020-08-21,28.0,26.6,2.5,1.6,50,28.9,1003.9,8.74,8.8,27.6
2020-08-22,16.0,24.3,42.6,2.1,50,26.4,1002.5,7.56,9.0,25.2
2020-08-23,11.0,25.3,0.0,1.9,270,24.9,998.7,18.72,6.0,27.2
2020-08-24,21.0,27.8,0.0,2.2,50,26.5,995.2,20.25,5.9,28.6
2020-08-25,29.0,29.9,0.0,2.1,200,28.8,995.0,21.21,5.9,30.5
2020-08-26,21.0,30.2,0.6,3.4,70,28.8,992.2,19.68,6.4,29.3
2020-08-27,21.0,27.1,8.7,3.6,110,30.2,991.3,5.5,9.9,27.2
2020-08-28,23.0,27.3,13.6,1.6,270,32.2,997.3,10.18,8.9,28.1
2020-08-29,16.0,26.8,13.6,1.3,50,31.7,999.2,8.7,8.4,28.7
2020-08-30,12.0,26.8,42.5,2.1,200,31.0,1001.6,12.89,7.9,28.1
2020-08-31,9.0,26.4,0.0,2.8,50,26.6,1002.4,12.25,8.8,27.2
2020-09-01,16.0,26.6,0.0,1.9,110,25.0,999.4,11.35,8.8,27.0
2020-09-02,14.0,24.3,33.3,2.3,50,27.6,993.7,3.34,9.6,25.3
2020-09-03,17.0,22.7,29.8,4.8,200,22.4,987.3,13.51,7.4,24.0
2020-09-04,24.0,23.3,0.0,2.7,200,17.8,1002.2,21.21,1.6,23.7
2020-09-05,29.0,23.3,0.0,2.0,50,18.8,1003.5,14.49,8.0,23.4
2020-09-06,25.0,21.7,6.4,2.7,50,20.5,999.3,7.13,9.4,22.7
2020-09-07,5.0,19.2,61.0,4.2,50,20.8,983.1,3.37,10.0,20.1
2020-09-08,25.0,23.4,0.0,4.2,230,20.2,998.7,21.87,5.4,23.1
2020-09-09,26.0,21.1,1.3,2.1,180,20.7,999.9,12.29,7.6,22.2
2020-09-10,27.0,22.8,3.9,2.0,50,20.5,999.1,19.17,6.3,24.4
2020-09-11,24.0,22.4,1.2,2.8,50,19.3,1004.5,12.87,7.6,22.7
2020-09-12,10.0,20.2,5.7,2.0,50,19.7,1000.0312356236756,7.34,9.5,21.5
2020-09-13,8.0,21.5,0.0,1.9,50,17.8,1005.7,20.53,2.8,24.1
2020-09-14,20.0,21.3,0.0,1.8,270,19.9,1004.4,13.86,4.6,22.8
2020-09-15,33.0,23.0,0.0,1.6,50,21.0,1002.6,16.56,7.5,23.9
2020-09-16,23.0,22.5,0.3,1.9,180,21.7,999.6,6.21,9.4,22.2
2020-09-17,18.0,21.3,0.0,2.1,270,17.5,1000.2,9.35,8.4,21.5
2020-09-18,19.0,21.5,0.0,2.8,250,15.5,1002.7,21.24,3.1,22.4
2020-09-19,19.0,21.2,0.3,2.2,250,14.3,1004.9,21.25,1.5,21.8
2020-09-20,18.0,19.7,0.0,2.0,290,12.8,1007.0,22.19,0.0,21.2
2020-09-21,23.0,19.1,0.0,1.7,50,12.0,1008.1,19.54,4.5,20.6
2020-09-22,18.0,20.2,0.0,2.8,50,12.7,1008.7,21.71,3.1,21.8
2020-09-25,14.0,20.1,0.0,2.5,50,14.9,1003.7,13.39,4.9,21.5
2020-09-26,17.0,19.3,0.0,2.4,50,13.7,1006.7,15.92,4.0,20.4
2020-09-27,16.0,20.4,0.0,2.0,50,14.8,1008.5,18.7,1.1,21.4
2020-09-28,27.0,20.7,0.0,2.0,50,15.7,1006.5,19.29,1.1,22.0
2020-09-29,37.0,19.6,0.0,1.9,290,15.1,1001.6,14.84,6.8,20.7
2020-09-30,36.0,19.6,38.3,1.7,20,17.4,1000.6,14.0,7.1,21.1
2020-09-24,12.0,20.6,0.0,3.7,50,14.4,1005.3,18.54,6.6,22.0
2020-09-23,11.0,19.2,0.0,3.3,50,13.3,1008.2,16.99,7.6,20.8
